direction,seed,split_seed,shot_k,alpha,distance,file_acc,macro_f1
rx2_to_rx1,1,0,1,0.25,cosine,0.4583333333333333,0.35694444444444445
rx2_to_rx1,1,0,1,0.5,cosine,0.25,0.20833333333333334
rx2_to_rx1,1,0,1,0.75,cosine,0.125,0.06746031746031746
rx2_to_rx1,1,0,1,1.0,cosine,0.16666666666666666,0.10912698412698413
rx2_to_rx1,1,0,3,0.0,cosine,0.6666666666666666,0.611111111111111
rx2_to_rx1,1,0,3,0.25,cosine,0.5,0.4236111111111111
rx2_to_rx1,1,0,3,0.5,cosine,0.16666666666666666,0.12499999999999999
rx2_to_rx1,1,0,3,0.75,cosine,0.125,0.06746031746031746
rx2_to_rx1,1,0,3,1.0,cosine,0.16666666666666666,0.10912698412698413
rx2_to_rx1,1,0,5,0.0,cosine,0.7916666666666666,0.7430555555555555
rx2_to_rx1,1,0,5,0.25,cosine,0.5833333333333334,0.5027777777777778
rx2_to_rx1,1,0,5,0.5,cosine,0.2916666666666667,0.22916666666666666
rx2_to_rx1,1,0,5,0.75,cosine,0.16666666666666666,0.1111111111111111
rx2_to_rx1,1,0,5,1.0,cosine,0.16666666666666666,0.10912698412698413
rx2_to_rx1,1,0,10,0.0,cosine,0.75,0.6944444444444443
rx2_to_rx1,1,0,10,0.25,cosine,0.6666666666666666,0.5902777777777777
rx2_to_rx1,1,0,10,0.5,cosine,0.2916666666666667,0.20634920634920637
rx2_to_rx1,1,0,10,0.75,cosine,0.16666666666666666,0.10912698412698413
rx2_to_rx1,1,0,10,1.0,cosine,0.16666666666666666,0.10912698412698413
rx2_to_rx1,1,0,20,0.0,cosine,0.75,0.6944444444444443
rx2_to_rx1,1,0,20,0.25,cosine,0.625,0.5555555555555555
rx2_to_rx1,1,0,20,0.5,cosine,0.2916666666666667,0.2222222222222222
rx2_to_rx1,1,0,20,0.75,cosine,0.16666666666666666,0.10912698412698413
rx2_to_rx1,1,0,20,1.0,cosine,0.16666666666666666,0.10912698412698413
rx2_to_rx1,1,1,1,0.0,cosine,0.4583333333333333,0.375
rx2_to_rx1,1,1,1,0.25,cosine,0.375,0.31746031746031744
rx2_to_rx1,1,1,1,0.5,cosine,0.2916666666666667,0.21527777777777776
rx2_to_rx1,1,1,1,0.75,cosine,0.125,0.05833333333333333
rx2_to_rx1,1,1,1,1.0,cosine,0.125,0.060515873015873016
rx2_to_rx1,1,1,3,0.0,cosine,0.5833333333333334,0.5027777777777778
rx2_to_rx1,1,1,3,0.25,cosine,0.625,0.5583333333333332
rx2_to_rx1,1,1,3,0.5,cosine,0.4166666666666667,0.3125
rx2_to_rx1,1,1,3,0.75,cosine,0.125,0.05357142857142857
rx2_to_rx1,1,1,3,1.0,cosine,0.125,0.060515873015873016
rx2_to_rx1,1,1,5,0.0,cosine,0.625,0.5347222222222222
rx2_to_rx1,1,1,5,0.25,cosine,0.5833333333333334,0.4888888888888889
rx2_to_rx1,1,1,5,0.5,cosine,0.375,0.26388888888888884
rx2_to_rx1,1,1,5,0.75,cosine,0.125,0.060515873015873016
rx2_to_rx1,1,1,5,1.0,cosine,0.125,0.060515873015873016
rx2_to_rx1,1,1,10,0.0,cosine,0.875,0.8333333333333334
rx2_to_rx1,1,1,10,0.25,cosine,0.75,0.6875
rx2_to_rx1,1,1,10,0.5,cosine,0.4166666666666667,0.3680555555555555
